Row_ID,Ship_Mode,Shipping_Cost,Order_Priority
27223,"Second Class",0.18,Medium
27224,"Standard Class",8.21,Medium
27225,"Standard Class",1.77,Medium
27226,"Same Day",10.89,Critical
27227,"Second Class",4.67,High
27228,"Second Class",18.88,High
27229,"Standard Class",15.36,Medium
27230,"First Class",410.22,High
27231,"First Class",95.42,High
27232,"Second Class",152.60,High
27233,"Second Class",74.21,High
27234,"Second Class",18.13,High
27235,"Standard Class",2.11,Medium
27236,"Standard Class",0.32,Medium
27237,"Standard Class",24.17,Medium
27238,"Standard Class",41.69,High
27239,"Standard Class",3.17,Medium
27240,"Standard Class",16.73,Medium
27241,"Standard Class",12.25,Medium
27242,"Standard Class",23.96,Medium
27243,"Second Class",171.36,Medium
27244,"Standard Class",47.15,Medium
27245,"Standard Class",14.00,Medium
27246,"Standard Class",23.79,Medium
27247,"Standard Class",6.88,Medium
27248,"Standard Class",0.45,Medium
27249,"Standard Class",2.55,Medium
27250,"Standard Class",23.37,Low
27251,"Same Day",5.16,High
27252,"Standard Class",11.13,Medium
27253,"Standard Class",0.54,Medium
27254,"Standard Class",3.14,Medium
27255,"Standard Class",9.60,Medium
27256,"Standard Class",33.94,High
27257,"Standard Class",12.78,High
27258,"Standard Class",42.26,High
27259,"First Class",107.12,High
27260,"First Class",1.43,High
27261,"Second Class",261.08,High
27262,"Second Class",88.59,High
27263,"Second Class",8.68,High
27264,"Second Class",2.88,High
27265,"Standard Class",42.99,High
27266,"Standard Class",10.52,Medium
27267,"Standard Class",2.51,Medium
27268,"Standard Class",14.21,Medium
27269,"Standard Class",38.09,Medium
27270,"Standard Class",25.41,Medium
27271,"Standard Class",19.20,Medium
27272,"Standard Class",25.30,Medium
27273,"Standard Class",3.37,Medium
27274,"Same Day",49.00,Critical
27275,"Second Class",80.66,High
27276,"Second Class",70.83,High
27277,"Second Class",63.44,High
27278,"First Class",53.01,High
27279,"First Class",50.01,High
27280,"Standard Class",113.30,Medium
27281,"Standard Class",58.13,High
27282,"Second Class",7.46,High
27283,"Second Class",28.75,High
27284,"Standard Class",12.83,Medium
27285,"Standard Class",42.93,Medium
27286,"Standard Class",32.65,Medium
27287,"Standard Class",1.08,Medium
27288,"Standard Class",12.23,Medium
27289,"Standard Class",21.26,Medium
27290,"Standard Class",3.32,Medium
27291,"Standard Class",36.45,Medium
27292,"Standard Class",33.18,Medium
27293,"Standard Class",13.49,Medium
27294,"First Class",2.88,Medium
27295,"First Class",61.68,Critical
27296,"First Class",15.46,Critical
27297,"First Class",8.42,Critical
27298,"First Class",71.34,Critical
27299,"Standard Class",31.33,High
27300,"Second Class",5.32,High
27301,"Second Class",24.19,High
27302,"Second Class",2.63,Critical
27303,"First Class",169.09,High
27304,"Standard Class",7.32,Medium
27305,"Standard Class",5.04,Medium
27306,"Standard Class",2.89,Medium
27307,"Second Class",15.63,High
27308,"Standard Class",10.99,Medium
27309,"Standard Class",2.23,Medium
27310,"Standard Class",4.51,Medium
27311,"Standard Class",4.94,Medium
27312,"First Class",2.02,Critical
27313,"First Class",9.83,Critical
27314,"Standard Class",0.99,Medium
27315,"Standard Class",9.71,Medium
27316,"Standard Class",11.65,Medium
27317,"Standard Class",7.48,Medium
27318,"Second Class",5.83,Medium
27319,"Second Class",2.17,Medium
27320,"Second Class",1.46,Medium
27321,"First Class",9.00,Critical
27322,"Same Day",5.54,Medium
27323,"Same Day",1.69,Medium
27324,"First Class",2.37,High
27325,"First Class",4.55,High
27326,"First Class",12.21,High
27327,"First Class",8.81,High
27328,"First Class",4.30,High
27329,"Second Class",0.31,Medium
27330,"Second Class",15.44,Medium
27331,"Second Class",1.34,Medium
27332,"Standard Class",2.61,Medium
27333,"Standard Class",0.90,Medium
27334,"Standard Class",62.29,Medium
27335,"Standard Class",12.81,Medium
27336,"Standard Class",1.61,Medium
27337,"Standard Class",55.23,Medium
27338,"Second Class",6.37,High
27339,"Second Class",12.69,High
27340,"Standard Class",99.59,Low
27341,"Same Day",0.87,Medium
27342,"Same Day",11.96,Medium
27343,"Same Day",6.78,Medium
27344,"Standard Class",1.04,Medium
27345,"Second Class",29.38,Medium
27346,"Second Class",40.77,Medium
27347,"Second Class",188.37,Medium
27348,"Second Class",8.66,Medium
27349,"Second Class",11.69,Medium
27350,"Second Class",14.11,Medium
27351,"Standard Class",182.54,High
27352,"Standard Class",11.91,High
27353,"Standard Class",33.50,High
27354,"Same Day",11.11,Medium
27355,"Same Day",57.39,Medium
27356,"Same Day",0.38,Medium
27357,"Same Day",0.85,Medium
27358,"Same Day",6.68,Medium
27359,"Standard Class",3.91,High
27360,"Standard Class",39.22,High
27361,"Standard Class",47.93,Low
27362,"Standard Class",5.16,Low
27363,"Standard Class",3.36,High
27364,"First Class",6.17,High
27365,"First Class",25.70,High
27366,"Standard Class",62.95,Medium
27367,"Standard Class",65.82,Medium
27368,"Standard Class",3.54,Medium
27369,"Standard Class",194.36,High
27370,"Standard Class",42.96,High
27371,"Standard Class",102.29,High
27372,"Standard Class",92.07,High
27373,"Standard Class",28.59,Medium
27374,"Standard Class",26.28,Medium
27375,"First Class",13.09,Critical
27376,"First Class",45.18,Critical
27377,"First Class",51.24,High
27378,"First Class",0.26,Medium
27379,"First Class",7.53,Medium
27380,"First Class",1.75,Medium
27381,"Standard Class",15.13,Medium
27382,"Standard Class",1.13,Medium
27383,"Standard Class",7.72,Medium
27384,"First Class",1.77,High
27385,"First Class",6.91,High
27386,"First Class",6.66,High
27387,"First Class",30.01,High
27388,"Standard Class",1.75,Medium
27389,"Second Class",4.09,Medium
27390,"Second Class",2.47,Medium
27391,"Second Class",42.07,Medium
27392,"Second Class",23.74,Medium
27393,"Standard Class",4.92,Medium
27394,"Standard Class",4.31,Medium
27395,"Same Day",18.26,High
27396,"Same Day",36.90,High
27397,"Same Day",17.34,High
27398,"Second Class",176.85,High
27399,"Second Class",60.76,High
27400,"Second Class",8.79,High
27401,"Second Class",51.08,High
27402,"Standard Class",9.62,High
27403,"Standard Class",4.74,High
27404,"Standard Class",7.80,Medium
27405,"Standard Class",30.87,Medium
27406,"Standard Class",6.80,Medium
27407,"Standard Class",302.61,Medium
27408,"Standard Class",7.42,Medium
27409,"Standard Class",10.00,Medium
27410,"Standard Class",1.94,Medium
27411,"Standard Class",2.77,Medium
27412,"Standard Class",23.90,Medium
27413,"Standard Class",53.53,Medium
27414,"First Class",1.62,Medium
27415,"First Class",16.64,Medium
27416,"Standard Class",26.00,High
27417,"Standard Class",202.36,High
27418,"Standard Class",30.35,High
27419,"Same Day",60.45,Medium
27420,"Same Day",19.38,Medium
27421,"Standard Class",9.79,Low
27422,"Standard Class",0.94,High
27423,"Standard Class",2.20,High
27424,"Standard Class",81.69,High
27425,"First Class",7.61,Medium
27426,"Standard Class",10.57,Medium
27427,"Standard Class",0.45,Medium
27428,"Standard Class",51.72,Medium
27429,"Standard Class",7.02,Medium
27430,"Standard Class",4.78,Medium
27431,"Standard Class",1.79,Medium
27432,"Standard Class",3.21,Medium
27433,"Standard Class",11.00,Medium
27434,"Standard Class",14.31,High
27435,"Standard Class",26.46,High
27436,"Standard Class",83.61,Medium
27437,"Standard Class",13.27,Medium
27438,"Standard Class",9.89,High
27439,"Standard Class",1.69,Medium
27440,"Standard Class",7.46,Medium
27441,"Standard Class",1.13,Medium
27442,"Second Class",0.06,Medium
27443,"Standard Class",0.70,Medium
27444,"Standard Class",1.94,Medium
27445,"Standard Class",0.64,Medium
27446,"Standard Class",1.60,Medium
27447,"Second Class",109.29,High
27448,"Second Class",1.05,High
27449,"Standard Class",2.65,Medium
27450,"Standard Class",11.26,Medium
27451,"Standard Class",112.36,Medium
27452,"Standard Class",5.41,Medium
27453,"Second Class",13.42,Critical
27454,"Standard Class",234.15,High
27455,"Same Day",31.13,High
27456,"Same Day",30.98,High
27457,"Standard Class",59.24,Low
27458,"Standard Class",46.29,Low
27459,"Standard Class",6.57,Low
27460,"Standard Class",1.50,Medium
27461,"Standard Class",12.61,Medium
27462,"First Class",27.08,High
27463,"First Class",186.83,High
27464,"Standard Class",22.58,Medium
27465,"Standard Class",51.60,Medium
27466,"First Class",124.70,High
27467,"First Class",25.51,High
27468,"Standard Class",35.05,Low
27469,"Standard Class",48.40,Low
27470,"Standard Class",5.00,Low
27471,"Standard Class",7.71,High
27472,"Standard Class",1.29,High
27473,"Standard Class",10.16,High
27474,"Standard Class",1.79,High
27475,"Standard Class",0.53,High
27476,"Standard Class",83.68,Low
27477,"Standard Class",3.18,Low
27478,"Standard Class",52.81,Medium
27479,"Standard Class",2.31,Medium
27480,"Second Class",43.17,Medium
27481,"Second Class",52.69,Medium
27482,"Second Class",10.86,Medium
27483,"Second Class",25.97,Medium
27484,"Standard Class",1.41,Medium
27485,"Standard Class",1.69,Medium
27486,"Standard Class",24.21,High
27487,"Standard Class",4.55,High
27488,"Standard Class",11.99,Medium
27489,"First Class",46.97,Medium
27490,"Second Class",1.80,High
27491,"Second Class",33.66,High
27492,"Second Class",36.79,High
27493,"Standard Class",7.11,High
27494,"Second Class",25.48,Medium
27495,"Second Class",52.44,High
27496,"Second Class",23.92,High
27497,"Standard Class",124.04,High
27498,"Standard Class",1.90,Low
27499,"Same Day",67.43,High
27500,"Standard Class",4.72,High
27501,"Standard Class",9.61,High
27502,"Standard Class",2.22,Medium
27503,"Standard Class",2.09,Medium
27504,"Standard Class",1.32,Medium
27505,"Standard Class",18.66,Medium
27506,"Standard Class",12.24,Medium
27507,"Standard Class",5.65,High
27508,"Standard Class",59.70,High
27509,"Standard Class",1.54,Medium
27510,"Standard Class",9.69,Medium
27511,"Standard Class",42.12,Medium
27512,"Standard Class",97.57,Medium
27513,"Second Class",3.09,High
27514,"Second Class",5.61,High
27515,"Second Class",26.06,High
27516,"Second Class",17.08,High
27517,"Second Class",16.13,High
27518,"First Class",11.51,High
27519,"Standard Class",5.42,Medium
27520,"Second Class",12.89,High
27521,"Standard Class",6.75,High
27522,"Second Class",70.84,High
27523,"Second Class",21.21,High
27524,"Standard Class",37.04,Medium
27525,"Second Class",224.80,High
27526,"Second Class",15.71,High
27527,"Standard Class",14.95,Low
27528,"Standard Class",4.33,Low
27529,"Standard Class",8.62,Low
27530,"Standard Class",6.44,Low
27531,"Same Day",6.55,Medium
27532,"Second Class",16.66,High
27533,"Second Class",15.14,High
27534,"Standard Class",8.23,Medium
27535,"Standard Class",44.07,High
27536,"Standard Class",30.15,High
27537,"Standard Class",313.45,High
27538,"Standard Class",13.30,High
27539,"Standard Class",3.17,High
27540,"Standard Class",4.35,High
27541,"Standard Class",3.26,High
27542,"Standard Class",20.06,High
27543,"Standard Class",131.83,High
27544,"Standard Class",15.06,High
27545,"Standard Class",4.78,Medium
27546,"Standard Class",79.47,Medium
27547,"Standard Class",1.26,Medium
27548,"Standard Class",3.30,Medium
27549,"Standard Class",26.81,Low
27550,"Standard Class",28.00,Medium
27551,"Standard Class",89.01,Medium
27552,"First Class",15.42,Medium
27553,"First Class",20.15,Medium
27554,"Second Class",56.01,Critical
27555,"First Class",7.07,Medium
27556,"Standard Class",5.62,High
27557,"Standard Class",1.50,Medium
27558,"First Class",13.44,Medium
27559,"Second Class",10.59,Medium
27560,"Standard Class",7.46,Medium
27561,"Standard Class",1.40,Medium
27562,"Standard Class",8.90,Low
27563,"Standard Class",86.74,Low
27564,"Standard Class",196.97,Low
27565,"Standard Class",8.76,Low
27566,"Standard Class",10.36,Low
27567,"Same Day",2.01,High
27568,"Standard Class",2.61,High
27569,"Standard Class",44.29,Medium
27570,"Same Day",14.16,Critical
27571,"Standard Class",57.11,Medium
27572,"Standard Class",4.87,Medium
27573,"Standard Class",7.47,Medium
27574,"Standard Class",1.37,Medium
27575,"Second Class",148.02,Medium
27576,"Standard Class",5.55,Medium
27577,"Standard Class",18.42,Medium
27578,"Standard Class",27.96,High
27579,"Standard Class",232.45,High
27580,"Standard Class",4.02,High
27581,"Standard Class",5.22,High
27582,"Standard Class",8.31,High
27583,"Standard Class",136.38,High
27584,"First Class",2.51,High
27585,"First Class",27.61,High
27586,"First Class",72.31,High
27587,"First Class",8.79,High
27588,"Second Class",8.48,Medium
27589,"Second Class",11.97,Medium
27590,"Second Class",27.53,Medium
27591,"Second Class",154.10,Medium
27592,"Standard Class",1.95,Medium
27593,"First Class",11.95,High
27594,"First Class",1.71,High
27595,"First Class",36.20,High
27596,"Standard Class",43.17,Medium
27597,"Standard Class",4.09,Medium
27598,"Standard Class",0.32,Medium
27599,"Standard Class",13.28,Medium
27600,"Standard Class",8.34,Medium
27601,"Standard Class",9.31,Low
27602,"Second Class",0.97,Medium
27603,"Standard Class",1.88,Medium
27604,"First Class",22.79,High
27605,"First Class",15.01,High
27606,"Standard Class",22.63,High
27607,"Second Class",38.23,High
27608,"Second Class",12.16,High
27609,"Same Day",3.46,High
27610,"Same Day",20.76,High
27611,"Same Day",10.49,Critical
27612,"Same Day",265.14,Critical
27613,"Standard Class",15.29,High
27614,"Second Class",36.19,Medium
27615,"Standard Class",3.61,Medium
27616,"Standard Class",118.39,Medium
27617,"Same Day",12.96,High
27618,"Same Day",10.55,High
27619,"Same Day",86.47,High
27620,"Standard Class",29.23,Medium
27621,"Standard Class",0.93,Medium
27622,"Standard Class",27.41,Medium
27623,"Standard Class",2.30,Medium
27624,"Standard Class",15.96,Medium
27625,"Standard Class",98.85,Medium
27626,"Standard Class",14.81,Medium
27627,"Standard Class",15.69,Medium
27628,"Standard Class",8.86,Medium
27629,"Same Day",6.25,High
27630,"Same Day",26.30,High
27631,"Same Day",25.33,High
27632,"Same Day",29.07,High
27633,"Same Day",17.00,High
27634,"Second Class",44.47,High
27635,"Standard Class",3.79,High
27636,"Standard Class",34.24,Medium
27637,"Standard Class",3.76,Medium
27638,"Standard Class",5.50,Medium
27639,"Standard Class",78.66,Medium
27640,"Second Class",2.76,High
27641,"Second Class",2.58,High
27642,"First Class",13.94,High
27643,"Standard Class",2.92,Medium
27644,"First Class",37.01,High
27645,"First Class",197.68,High
27646,"Standard Class",14.11,High
27647,"Standard Class",2.93,Medium
27648,"Standard Class",4.26,Medium
27649,"Standard Class",8.08,Medium
27650,"Standard Class",1.37,Medium
27651,"Standard Class",0.71,Medium
27652,"Standard Class",2.95,Medium
27653,"Standard Class",39.83,Medium
27654,"Standard Class",10.36,Medium
27655,"Standard Class",5.88,Medium
27656,"Standard Class",3.39,Medium
27657,"Standard Class",148.38,Medium
27658,"Standard Class",45.14,Medium
27659,"Standard Class",32.53,Medium
27660,"Standard Class",9.28,Medium
27661,"Standard Class",6.82,Medium
27662,"Standard Class",20.26,Medium
27663,"Standard Class",28.43,Medium
27664,"Standard Class",14.95,Medium
27665,"Standard Class",17.28,Medium
27666,"Standard Class",2.98,Medium
27667,"Standard Class",9.42,Medium
27668,"Standard Class",31.22,Medium
27669,"Second Class",3.69,Medium
27670,"First Class",31.45,High
27671,"First Class",82.30,High
27672,"Standard Class",71.18,Medium
27673,"Standard Class",179.38,Medium
27674,"Standard Class",19.34,High
27675,"First Class",5.86,High
27676,"First Class",5.26,High
27677,"Second Class",73.32,Medium
27678,"Second Class",79.44,Medium
27679,"Second Class",91.48,Medium
27680,"Second Class",5.25,Medium
27681,"Second Class",47.34,Medium
27682,"Second Class",32.73,Medium
27683,"Same Day",15.86,High
27684,"Second Class",13.12,Medium
27685,"Second Class",3.05,Medium
27686,"Second Class",3.07,Medium
27687,"Standard Class",1.99,Medium
27688,"Standard Class",50.42,Medium
27689,"Standard Class",41.03,Medium
27690,"First Class",10.81,High
27691,"First Class",0.37,High
27692,"Standard Class",6.91,Low
27693,"First Class",479.94,High
27694,"Standard Class",1.05,Medium
27695,"Standard Class",40.13,Medium
27696,"Standard Class",87.51,Medium
27697,"Standard Class",1.99,Medium
27698,"Standard Class",77.08,Medium
27699,"Standard Class",16.66,Medium
27700,"Standard Class",1.41,Medium
27701,"Standard Class",4.06,Medium
27702,"Standard Class",1.94,Medium
27703,"Standard Class",8.57,Medium
27704,"Second Class",804.54,Critical
27705,"Second Class",66.50,Critical
27706,"Standard Class",9.16,Medium
27707,"Standard Class",82.05,Medium
27708,"Standard Class",7.19,Medium
27709,"Standard Class",19.40,Medium
27710,"Standard Class",3.88,Medium
27711,"Standard Class",20.46,Medium
27712,"Standard Class",19.88,Medium
27713,"Standard Class",2.42,Medium
27714,"Standard Class",0.39,Medium
27715,"Standard Class",5.19,Low
27716,"Standard Class",24.37,Low
27717,"First Class",52.50,High
27718,"Standard Class",4.48,Medium
27719,"Standard Class",10.12,Medium
27720,"Standard Class",413.80,Medium
27721,"Standard Class",21.57,Medium
27722,"Standard Class",12.30,Medium
27723,"Standard Class",11.14,Medium
27724,"First Class",317.81,Critical
27725,"First Class",59.08,Medium
27726,"First Class",123.82,Medium
27727,"First Class",0.95,Medium
27728,"Standard Class",58.49,High
27729,"Second Class",2.97,High
27730,"Same Day",115.26,High
27731,"Standard Class",22.85,Medium
27732,"Standard Class",10.46,Medium
27733,"Standard Class",4.29,High
27734,"Standard Class",12.12,Medium
27735,"Standard Class",5.25,Medium
27736,"Standard Class",2.79,Medium
27737,"Standard Class",6.45,High
27738,"Standard Class",5.25,High
27739,"First Class",59.13,Medium
27740,"First Class",8.52,Medium
27741,"First Class",0.72,Medium
27742,"Standard Class",47.53,Medium
27743,"Standard Class",30.82,Medium
27744,"Standard Class",6.12,Medium
27745,"Standard Class",5.98,Medium
27746,"Standard Class",16.04,Medium
27747,"Standard Class",234.16,Medium
27748,"Standard Class",5.09,Medium
27749,"Standard Class",3.43,Medium
27750,"Standard Class",3.74,Low
27751,"Standard Class",53.17,High
27752,"First Class",9.54,High
27753,"Standard Class",7.63,Medium
27754,"Standard Class",10.09,Medium
27755,"Standard Class",71.29,Medium
27756,"Standard Class",19.33,Medium
27757,"Same Day",43.75,High
27758,"Standard Class",3.08,Medium
27759,"Same Day",7.72,Critical
27760,"Standard Class",3.85,Medium
27761,"Standard Class",1.38,Medium
27762,"Standard Class",72.51,Medium
27763,"Standard Class",13.13,Medium
27764,"Standard Class",12.01,Medium
27765,"Standard Class",24.12,Medium
27766,"Standard Class",5.60,Medium
27767,"Standard Class",1.09,Medium
27768,"Second Class",7.42,High
27769,"Second Class",2.16,High
27770,"Second Class",63.01,High
27771,"Second Class",8.26,High
27772,"Second Class",17.73,Critical
27773,"Second Class",4.84,High
27774,"Second Class",81.69,High
27775,"Second Class",14.21,High
27776,"Second Class",58.53,High
27777,"Second Class",156.02,High
27778,"Second Class",2.12,Medium
27779,"Second Class",77.32,Medium
27780,"Second Class",294.73,Medium
27781,"Second Class",84.31,Medium
27782,"Second Class",0.86,Medium
27783,"Second Class",10.82,Medium
27784,"Standard Class",6.64,High
27785,"Standard Class",1.36,Medium
27786,"Standard Class",7.11,Medium
27787,"Standard Class",8.72,Medium
27788,"Second Class",27.25,Medium
27789,"First Class",52.89,High
27790,"Second Class",4.79,High
27791,"Standard Class",0.91,Medium
27792,"Standard Class",4.99,Medium
27793,"Standard Class",4.20,Medium
27794,"Standard Class",10.94,Medium
27795,"Standard Class",5.02,Medium
27796,"Second Class",63.55,High
27797,"Standard Class",39.60,Medium
27798,"Standard Class",47.27,Medium
27799,"Standard Class",38.89,Medium
27800,"Standard Class",1.88,Medium
27801,"Standard Class",2.75,Medium
27802,"Standard Class",1.83,Medium
27803,"Standard Class",13.60,Medium
27804,"Standard Class",12.57,Medium
27805,"Standard Class",59.78,Medium
27806,"Standard Class",40.92,High
27807,"Second Class",34.51,Critical
27808,"Second Class",7.88,Critical
27809,"Standard Class",6.26,High
27810,"Second Class",27.41,Critical
27811,"Standard Class",34.87,Low
27812,"Standard Class",44.99,Low
27813,"Standard Class",68.60,Low
27814,"Standard Class",33.37,Low
27815,"Standard Class",42.27,Low
27816,"Standard Class",129.50,High
27817,"Standard Class",7.46,High
27818,"Standard Class",12.08,High
27819,"First Class",327.55,Medium
27820,"First Class",40.36,Medium
27821,"Standard Class",35.81,Medium
27822,"Standard Class",1.58,High
27823,"Standard Class",21.78,High
27824,"Second Class",49.90,Medium
27825,"Second Class",326.27,Medium
27826,"Second Class",12.97,Medium
27827,"Second Class",5.79,Medium
27828,"Second Class",7.13,Medium
27829,"Second Class",19.27,High
27830,"Second Class",5.12,High
27831,"Second Class",11.53,High
27832,"Second Class",2.87,High
27833,"Second Class",3.52,High
27834,"Second Class",48.62,High
27835,"Standard Class",3.65,High
27836,"Standard Class",6.94,Medium
27837,"Standard Class",2.76,Medium
27838,"Standard Class",5.54,Medium
27839,"Standard Class",1.08,Medium
27840,"Standard Class",2.01,Medium
27841,"Standard Class",50.97,Medium
27842,"Standard Class",10.17,Medium
27843,"Same Day",1.38,High
27844,"Same Day",7.07,High
27845,"Same Day",36.65,High
27846,"Same Day",1.39,High
27847,"Standard Class",30.64,Medium
27848,"Standard Class",32.84,Low
27849,"Standard Class",14.79,Medium
27850,"Standard Class",5.18,Medium
27851,"First Class",0.69,Medium
27852,"First Class",96.29,Medium
27853,"First Class",64.09,Medium
27854,"First Class",1.34,Medium
27855,"First Class",15.07,Medium
27856,"First Class",2.87,Medium
27857,"Standard Class",7.09,Medium
27858,"Standard Class",3.76,Medium
27859,"Standard Class",1.34,Medium
27860,"Standard Class",4.03,Medium
27861,"Same Day",31.05,High
27862,"Standard Class",14.11,High
27863,"Standard Class",19.08,High
27864,"Standard Class",4.95,Medium
27865,"Standard Class",26.43,Medium
27866,"Standard Class",1.21,Medium
27867,"Standard Class",20.68,Medium
27868,"Standard Class",9.19,Medium
27869,"Standard Class",13.88,Medium
27870,"Standard Class",0.94,Medium
27871,"Standard Class",4.04,Medium
27872,"Standard Class",62.16,Medium
27873,"Standard Class",10.07,Medium
27874,"Standard Class",10.51,Medium
27875,"Standard Class",3.98,Medium
27876,"Standard Class",6.34,Medium
27877,"Standard Class",1.83,Medium
27878,"Standard Class",1.75,Medium
27879,"Standard Class",6.93,Medium
27880,"Standard Class",29.23,Medium
27881,"Standard Class",1.36,Medium
27882,"Standard Class",3.09,Medium
27883,"Standard Class",88.52,Medium
27884,"Standard Class",96.85,Medium
27885,"First Class",26.14,Medium
27886,"First Class",202.06,Medium
27887,"Standard Class",3.70,Medium
27888,"Standard Class",2.46,Medium
27889,"Standard Class",0.86,Medium
27890,"Standard Class",0.60,Medium
27891,"First Class",0.49,Medium
27892,"First Class",42.53,Medium
27893,"Second Class",17.54,Medium
27894,"Second Class",32.48,Medium
27895,"Standard Class",5.39,Medium
27896,"Standard Class",2.35,Medium
27897,"Standard Class",1.07,Medium
27898,"Standard Class",8.17,Medium
27899,"Standard Class",46.23,Low
27900,"Standard Class",1.21,High
27901,"Standard Class",2.47,High
27902,"Standard Class",24.85,High
27903,"Standard Class",82.17,Medium
27904,"Standard Class",32.10,Medium
27905,"Standard Class",19.35,Medium
27906,"Standard Class",67.69,Medium
27907,"First Class",1.17,Medium
27908,"First Class",33.80,Medium
27909,"First Class",84.42,Medium
27910,"First Class",16.86,Medium
27911,"First Class",1.01,Medium
27912,"First Class",7.61,Medium
27913,"First Class",14.50,Medium
27914,"First Class",8.68,Medium
27915,"First Class",6.88,Medium
27916,"First Class",0.16,Medium
27917,"Standard Class",53.00,Medium
27918,"Standard Class",27.26,Medium
27919,"Standard Class",25.83,Medium
27920,"Standard Class",2.39,Medium
27921,"Standard Class",118.56,Low
27922,"Standard Class",212.72,High
27923,"Standard Class",66.99,Low
27924,"Second Class",3.31,Medium
27925,"Second Class",32.09,Medium
27926,"Standard Class",2.54,Medium
27927,"Standard Class",181.45,Medium
27928,"Standard Class",1.13,Medium
27929,"Standard Class",11.00,Medium
27930,"Standard Class",5.29,Medium
27931,"Standard Class",4.73,Medium
27932,"Standard Class",80.93,Medium
27933,"Standard Class",20.22,Medium
27934,"Standard Class",0.49,Medium
27935,"Standard Class",2.83,Medium
27936,"Standard Class",0.83,Medium
27937,"Standard Class",59.94,Medium
27938,"Standard Class",36.31,Medium
27939,"Standard Class",29.44,Medium
27940,"Standard Class",4.55,High
27941,"Standard Class",13.74,High
27942,"Standard Class",2.46,Medium
27943,"Standard Class",2.06,Medium
27944,"Same Day",23.60,Critical
27945,"Same Day",64.12,Critical
27946,"Standard Class",17.66,High
27947,"Same Day",17.77,Medium
27948,"Same Day",0.05,Medium
27949,"Second Class",6.95,High
27950,"Second Class",49.25,High
27951,"Standard Class",77.88,Medium
27952,"Standard Class",6.02,Medium
27953,"Standard Class",1.41,Medium
27954,"Standard Class",10.17,Medium
27955,"Standard Class",56.48,Medium
27956,"Standard Class",3.29,Medium
27957,"Standard Class",1.65,High
27958,"Standard Class",12.63,High
27959,"Standard Class",14.47,High
27960,"Standard Class",39.56,Medium
27961,"First Class",7.63,Medium
27962,"First Class",553.31,Medium
27963,"First Class",150.20,Medium
27964,"Standard Class",3.34,Medium
27965,"Standard Class",1.82,Medium
27966,"Standard Class",6.15,Medium
27967,"Standard Class",23.69,Medium
27968,"Standard Class",46.17,Medium
27969,"Standard Class",35.01,Medium
27970,"Standard Class",133.13,High
27971,"Standard Class",32.39,High
27972,"Second Class",15.80,Medium
27973,"Second Class",6.70,Medium
27974,"First Class",19.89,Medium
27975,"Second Class",15.43,High
27976,"First Class",3.00,Medium
27977,"First Class",33.96,Medium
27978,"First Class",58.22,High
27979,"Standard Class",21.85,Medium
27980,"Standard Class",71.46,Medium
27981,"Second Class",5.39,Critical
27982,"Second Class",60.25,Critical
27983,"Second Class",204.72,Critical
27984,"Second Class",31.72,Critical
27985,"Standard Class",36.30,Low
27986,"Standard Class",9.30,Low
27987,"Standard Class",122.95,Low
27988,"Standard Class",132.82,Medium
27989,"Standard Class",37.41,Medium
27990,"Standard Class",80.43,Low
27991,"Second Class",36.50,Medium
27992,"Standard Class",2.80,Medium
27993,"Standard Class",185.01,Medium
27994,"Standard Class",71.79,Medium
27995,"Standard Class",11.66,Medium
27996,"Standard Class",3.22,Medium
27997,"Second Class",2.35,High
27998,"Standard Class",28.35,Medium
27999,"Standard Class",1.30,Medium
28000,"Standard Class",1.87,Medium
28001,"Standard Class",2.80,Medium
28002,"Standard Class",0.64,Medium
28003,"Standard Class",65.91,Medium
28004,"First Class",26.63,High
28005,"Second Class",5.61,Medium
28006,"Second Class",1.43,Medium
28007,"Second Class",26.61,Medium
28008,"Second Class",25.14,Critical
28009,"Second Class",11.11,Critical
28010,"Standard Class",11.16,Medium
28011,"Standard Class",49.01,Medium
28012,"Second Class",222.40,Medium
28013,"Second Class",3.86,Medium
28014,"Second Class",6.21,Medium
28015,"Second Class",13.63,Medium
28016,"Second Class",1.25,Medium
28017,"Second Class",16.46,Medium
28018,"Second Class",79.90,Medium
28019,"Second Class",127.71,Medium
28020,"Standard Class",1.09,Medium
28021,"Standard Class",4.45,Medium
28022,"Second Class",13.69,High
28023,"Standard Class",50.60,Medium
28024,"Standard Class",12.30,Medium
28025,"First Class",21.99,Medium
28026,"Standard Class",0.85,Medium
28027,"Standard Class",4.85,Medium
28028,"Standard Class",10.94,Medium
28029,"Standard Class",1.29,Medium
28030,"Second Class",10.95,High
28031,"Second Class",27.71,High
28032,"Second Class",209.07,High
28033,"Standard Class",4.25,Medium
28034,"Standard Class",3.84,Medium
28035,"Standard Class",8.37,Medium
28036,"Standard Class",5.50,Medium
28037,"Standard Class",9.49,Medium
28038,"Standard Class",6.09,Medium
28039,"Second Class",46.57,Medium
28040,"Second Class",0.94,Medium
28041,"Second Class",37.85,Medium
28042,"Second Class",7.57,Medium
28043,"Standard Class",60.59,High
28044,"First Class",5.54,Medium
28045,"First Class",3.02,Medium
28046,"First Class",665.27,Medium
28047,"First Class",0.75,High
28048,"Standard Class",7.56,High
28049,"Standard Class",1.49,Medium
28050,"Standard Class",56.06,Medium
28051,"Standard Class",36.46,Medium
