Row_ID,Order_ID,Sales,Profit,Discount
27558,IN-2011-55275,54,17.64,0.00
27559,IN-2014-13079,95,16.14,0.00
27560,IN-2014-66139,95,31.44,0.00
27561,ID-2012-55422,31,3.32,0.10
27562,IN-2011-73531,59,6.37,0.17
27563,IN-2011-73531,1044,-650.27,0.47
27564,IN-2011-73531,2266,-0.05,0.47
27565,IN-2011-73531,84,-71.72,0.47
27566,IN-2011-73531,108,-7.47,0.27
27567,IN-2014-63479,14,5.88,0.00
27568,ID-2013-67371,37,-3.55,0.27
27569,ID-2013-21290,670,-128.52,0.27
27570,IN-2014-35395,94,2.79,0.00
27571,IN-2014-15585,875,192.42,0.00
27572,IN-2012-49346,74,20.79,0.00
27573,IN-2012-49346,109,36.96,0.00
27574,IN-2012-49346,25,3.45,0.00
27575,IN-2012-19162,1652,55.08,0.10
27576,ID-2014-50844,73,-21.04,0.27
27577,ID-2013-77836,274,-241.07,0.50
27578,IN-2014-72054,201,86.28,0.00
27579,IN-2014-72054,3271,1341.15,0.00
27580,ID-2011-73202,29,-11.76,0.50
27581,ID-2011-73202,41,-5.78,0.50
27582,ID-2011-73202,83,-33.24,0.50
27583,ID-2011-73202,938,-0.20,0.50
27584,IN-2014-42941,24,6.82,0.10
27585,IN-2014-42941,113,17.47,0.10
27586,IN-2014-42941,444,153.06,0.10
27587,IN-2014-42941,135,59.85,0.10
27588,IN-2011-70570,79,38.43,0.00
27589,IN-2011-70570,165,65.88,0.00
27590,IN-2011-70570,265,108.45,0.00
27591,IN-2011-70570,1038,-311.60,0.30
27592,ID-2013-47141,31,-3.47,0.10
27593,IN-2013-10615,57,5.57,0.10
27594,IN-2014-24419,14,0.61,0.10
27595,IN-2014-24419,320,56.73,0.10
27596,IN-2012-46560,403,145.50,0.17
27597,IN-2012-46560,84,-10.21,0.17
27598,IN-2012-46560,11,-0.81,0.17
27599,IN-2012-46560,172,-45.47,0.47
27600,ID-2014-23075,96,-2.30,0.17
27601,IN-2011-77850,65,27.93,0.10
27602,IN-2014-15858,45,17.48,0.10
27603,ID-2013-58579,36,-8.18,0.25
27604,IN-2013-53882,118,-43.01,0.45
27605,IN-2013-53882,134,-82.98,0.45
27606,IN-2013-51712,158,15.66,0.10
27607,IN-2013-58012,198,88.95,0.00
27608,IN-2013-58012,82,34.29,0.00
27609,IN-2013-62723,17,0.66,0.00
27610,IN-2013-62723,111,16.62,0.00
27611,IN-2013-47071,36,-2.19,0.17
27612,IN-2013-47071,1549,-56.11,0.17
27613,IN-2014-35248,83,6.60,0.00
27614,IN-2014-79642,646,57.24,0.10
27615,IN-2014-10566,72,35.10,0.00
27616,IN-2014-10566,1134,249.48,0.00
27617,IN-2013-33302,120,46.62,0.00
27618,IN-2013-33302,67,5.31,0.00
27619,IN-2013-33302,576,270.48,0.00
27620,IN-2012-28612,530,-318.15,0.50
27621,IN-2012-28612,11,-1.38,0.50
27622,IN-2012-28612,481,0.00,0.50
27623,IN-2012-28612,48,-11.55,0.50
27624,IN-2012-28612,212,-136.04,0.50
27625,IN-2012-66419,1640,382.63,0.10
27626,IN-2012-66419,183,18.10,0.10
27627,IN-2012-66419,390,173.15,0.10
27628,IN-2012-66419,97,35.54,0.10
27629,IN-2012-60441,60,15.33,0.10
27630,IN-2012-60441,135,13.48,0.10
27631,IN-2012-60441,132,46.90,0.10
27632,IN-2012-60441,299,-6.71,0.10
27633,IN-2012-60441,482,107.15,0.10
27634,IN-2013-41100,497,154.08,0.00
27635,IN-2013-53406,31,10.86,0.00
27636,IN-2011-30306,900,296.91,0.00
27637,IN-2011-30306,88,20.16,0.00
27638,IN-2011-30306,76,18.15,0.00
27639,IN-2011-30306,1330,292.59,0.00
27640,ID-2011-69716,31,-0.38,0.17
27641,ID-2011-69716,17,-7.58,0.47
27642,ID-2013-54337,47,-1.08,0.10
27643,IN-2011-18203,46,11.68,0.10
27644,ID-2011-21101,252,93.33,0.00
27645,ID-2011-21101,635,171.30,0.00
27646,IN-2014-31811,135,39.03,0.00
27647,IN-2012-28535,34,0.27,0.00
27648,IN-2013-26799,53,7.60,0.10
27649,IN-2013-26799,117,-3.92,0.10
27650,IN-2014-54582,84,18.15,0.17
27651,IN-2014-54582,13,-6.77,0.47
27652,IN-2012-74049,72,26.76,0.00
27653,IN-2012-74049,870,191.25,0.00
27654,IN-2012-74049,99,37.56,0.00
27655,IN-2012-74049,142,8.40,0.00
27656,IN-2012-74049,94,4.68,0.00
27657,IN-2012-74049,2878,431.76,0.00
27658,IN-2012-74049,780,257.46,0.00
27659,IN-2012-74049,535,21.36,0.00
27660,IN-2012-74049,98,3.78,0.00
27661,IN-2014-67238,80,5.58,0.00
27662,IN-2014-67238,428,111.33,0.00
27663,IN-2014-67238,496,64.44,0.00
27664,IN-2014-67238,187,29.88,0.00
27665,IN-2014-67238,326,123.72,0.00
27666,IN-2014-67238,70,7.65,0.00
27667,IN-2011-15123,146,17.46,0.00
27668,IN-2011-15123,635,31.68,0.00
27669,ID-2014-67357,43,-5.84,0.47
27670,IN-2012-34072,209,10.01,0.17
27671,IN-2012-34072,348,47.54,0.27
27672,IN-2014-51572,1039,93.48,0.00
27673,IN-2011-26064,1591,364.23,0.17
27674,IN-2014-28500,248,79.99,0.10
27675,IN-2011-13065,26,5.40,0.00
27676,IN-2011-13065,34,16.11,0.00
27677,IN-2012-72229,578,32.12,0.10
27678,IN-2012-72229,847,348.01,0.10
27679,IN-2012-72229,714,277.74,0.10
27680,IN-2012-72229,65,-1.50,0.10
27681,IN-2012-72229,560,174.02,0.10
27682,IN-2012-72229,262,101.96,0.10
27683,IN-2014-32462,58,8.30,0.10
27684,ID-2012-67126,163,-146.85,0.50
27685,IN-2014-56528,45,16.65,0.00
27686,IN-2014-56528,44,15.15,0.00
27687,IN-2013-58691,20,0.67,0.10
27688,IN-2013-58691,828,331.24,0.10
27689,IN-2013-58691,477,-31.87,0.10
27690,ID-2014-36263,206,-45.13,0.27
27691,ID-2014-36263,24,-17.92,0.47
27692,ID-2011-29865,65,-14.74,0.47
27693,IN-2014-13324,1725,747.61,0.10
27694,ID-2013-56276,31,-3.47,0.10
27695,IN-2012-76471,573,200.64,0.00
27696,IN-2012-76471,1609,241.38,0.00
27697,IN-2011-10384,41,19.80,0.00
27698,ID-2012-40750,1193,-183.60,0.35
27699,IN-2014-23754,172,6.84,0.00
27700,IN-2014-23754,79,25.38,0.00
27701,IN-2014-23754,67,24.75,0.00
27702,IN-2014-22907,21,7.44,0.00
27703,IN-2014-22907,117,13.86,0.00
27704,IN-2013-73951,3702,1036.08,0.00
27705,IN-2013-73951,254,40.65,0.00
27706,IN-2014-38629,136,13.56,0.00
27707,IN-2014-38629,986,108.36,0.00
27708,IN-2014-38629,127,36.96,0.00
27709,ID-2012-69065,228,-14.75,0.07
27710,ID-2012-69065,99,5.52,0.47
27711,IN-2012-24097,251,25.09,0.10
27712,IN-2012-24097,260,8.57,0.10
27713,IN-2012-24097,45,14.91,0.10
27714,IN-2014-41527,7,1.91,0.10
27715,IN-2013-26617,33,2.25,0.00
27716,IN-2013-26617,294,129.12,0.00
27717,ID-2011-46021,256,-5.74,0.10
27718,IN-2014-16782,48,1.00,0.10
27719,IN-2014-16782,164,-7.31,0.10
27720,ID-2011-64599,6999,2939.31,0.00
27721,ID-2011-64599,307,70.56,0.00
27722,ID-2011-64599,201,24.12,0.00
27723,IN-2014-79096,147,24.15,0.27
27724,IN-2014-48261,960,460.62,0.00
27725,IN-2013-22578,368,151.18,0.10
27726,IN-2013-22578,660,242.11,0.10
27727,IN-2013-22578,30,7.64,0.10
27728,ID-2012-39987,594,-28.64,0.17
27729,IN-2013-16397,34,10.78,0.10
27730,IN-2013-62296,701,350.28,0.00
27731,IN-2014-34163,512,51.03,0.00
27732,IN-2014-34163,100,35.94,0.00
27733,IN-2014-70766,32,4.80,0.00
27734,IN-2012-64081,147,27.36,0.25
27735,IN-2012-64081,92,19.67,0.25
27736,IN-2012-64081,47,-22.24,0.45
27737,ID-2012-17538,60,-18.20,0.47
27738,ID-2012-17538,50,13.94,0.17
27739,IN-2014-17027,353,165.72,0.00
27740,IN-2014-17027,56,22.68,0.00
27741,IN-2014-17027,334,19.98,0.00
27742,IN-2014-71067,423,21.12,0.00
27743,IN-2014-71067,871,357.15,0.00
27744,IN-2014-71067,95,33.18,0.00
27745,IN-2012-28269,70,18.90,0.00
27746,IN-2014-61939,151,54.18,0.00
27747,IN-2014-35528,3696,756.87,0.17
27748,IN-2012-36053,53,18.36,0.10
27749,IN-2012-36053,50,4.42,0.10
27750,IN-2014-26106,22,8.40,0.00
27751,IN-2012-21822,681,74.88,0.00
27752,ID-2011-36830,42,-11.97,0.47
27753,ID-2011-50991,305,-66.80,0.27
27754,ID-2011-50991,176,-56.52,0.47
27755,ID-2011-50991,1244,-134.90,0.17
27756,ID-2011-50991,402,55.00,0.27
27757,IN-2013-61239,368,73.33,0.10
27758,ID-2013-53161,64,-13.18,0.27
27759,IN-2012-33512,33,1.95,0.00
27760,ID-2013-62163,40,-1.45,0.10
27761,ID-2013-62163,15,3.69,0.10
27762,ID-2013-62163,742,271.99,0.10
27763,IN-2012-67609,289,49.14,0.00
27764,IN-2013-60868,216,7.10,0.10
27765,IN-2013-60868,308,95.74,0.10
27766,IN-2013-60868,138,30.69,0.10
27767,IN-2013-60868,20,1.28,0.10
27768,IN-2013-39686,61,18.39,0.27
27769,IN-2013-39686,23,2.17,0.17
27770,IN-2013-39686,489,164.85,0.17
27771,IN-2013-39686,38,3.15,0.17
27772,ID-2014-44131,63,-15.63,0.47
27773,ID-2013-11322,32,-4.03,0.20
27774,ID-2013-11322,590,-259.61,0.50
27775,ID-2013-11322,95,-13.44,0.50
27776,ID-2014-28122,328,-76.34,0.27
27777,ID-2014-28122,1003,-329.81,0.27
27778,IN-2014-34317,48,7.88,0.10
27779,IN-2014-34317,1187,-39.60,0.10
27780,IN-2014-34317,2075,276.53,0.10
27781,IN-2014-34317,655,240.25,0.10
27782,IN-2014-34317,10,1.58,0.10
27783,IN-2014-34317,187,8.29,0.10
27784,IN-2011-34807,107,47.52,0.10
27785,IN-2011-36879,21,6.75,0.00
27786,IN-2011-36879,106,52.80,0.00
27787,IN-2011-36879,132,0.00,0.00
27788,IN-2012-69744,225,84.00,0.17
27789,IN-2014-13016,257,46.27,0.17
27790,ID-2014-64606,26,-0.59,0.10
27791,ID-2012-30712,10,-3.06,0.40
27792,ID-2012-30712,106,-23.04,0.40
27793,ID-2012-30712,87,-27.57,0.40
27794,ID-2012-30712,117,-23.54,0.40
27795,ID-2012-30712,81,-24.43,0.40
27796,IN-2011-19421,729,225.84,0.00
27797,IN-2014-20408,686,128.00,0.25
27798,IN-2014-74833,505,127.69,0.17
27799,IN-2014-74833,726,140.54,0.07
27800,IN-2012-43165,25,3.96,0.00
27801,IN-2012-43165,73,9.48,0.00
27802,IN-2012-43165,31,9.00,0.00
27803,IN-2012-43165,253,5.04,0.00
27804,IN-2012-43165,231,64.68,0.00
27805,IN-2014-39427,513,0.00,0.00
27806,ID-2013-26015,340,37.35,0.00
27807,IN-2013-51103,159,65.07,0.00
27808,IN-2013-51103,53,18.90,0.00
27809,IN-2014-56899,93,28.02,0.00
27810,ID-2014-42689,107,-2.44,0.10
27811,ID-2013-52643,301,-215.80,0.47
27812,ID-2013-52643,431,134.86,0.17
27813,ID-2013-52643,545,-298.41,0.47
27814,ID-2013-52643,201,-29.18,0.17
27815,ID-2013-52643,335,18.92,0.47
27816,ID-2012-52979,1086,-155.10,0.30
27817,ID-2012-52979,66,21.75,0.00
27818,ID-2012-52979,74,2.16,0.00
27819,IN-2014-47449,2191,65.70,0.00
27820,IN-2014-47449,444,159.60,0.00
27821,IN-2012-53357,434,73.80,0.00
27822,IN-2012-18868,19,-2.50,0.47
27823,IN-2012-18868,151,0.00,0.37
27824,ID-2012-79551,304,-177.66,0.47
27825,ID-2012-79551,2668,-417.81,0.17
27826,ID-2012-79551,153,-81.09,0.47
27827,ID-2012-79551,55,-19.67,0.47
27828,ID-2012-79551,74,-21.00,0.47
27829,IN-2012-78067,104,5.76,0.10
27830,IN-2012-78067,38,10.04,0.10
27831,IN-2012-78067,191,-17.20,0.10
27832,IN-2012-78067,21,-2.10,0.10
27833,IN-2014-64529,29,-10.62,0.50
27834,IN-2014-64529,534,-74.79,0.50
27835,ID-2014-54239,23,-7.10,0.27
27836,ID-2011-27779,176,-28.59,0.20
27837,ID-2011-27779,46,-3.72,0.50
27838,ID-2011-27779,174,-10.86,0.20
27839,IN-2012-27562,17,3.60,0.00
27840,IN-2012-27562,39,12.06,0.00
27841,IN-2012-27562,643,44.94,0.00
27842,IN-2012-27562,115,51.66,0.00
27843,IN-2012-70087,87,14.32,0.27
27844,IN-2012-70087,32,5.97,0.17
27845,IN-2012-70087,232,-144.39,0.47
27846,IN-2012-70087,9,0.83,0.17
27847,IN-2013-64515,814,170.94,0.00
27848,IN-2014-67434,251,42.60,0.00
27849,IN-2014-15690,207,-29.07,0.50
27850,IN-2013-65950,97,26.10,0.00
27851,ID-2012-66146,14,0.54,0.00
27852,ID-2013-20471,727,-387.86,0.55
27853,ID-2013-20471,313,-210.38,0.45
27854,ID-2013-20471,12,-9.52,0.45
27855,ID-2013-20471,138,-31.32,0.25
27856,ID-2013-20471,54,-38.93,0.45
27857,ID-2011-29389,224,-215.10,0.50
27858,ID-2011-29389,51,-48.30,0.50
27859,ID-2011-29389,16,-8.81,0.50
27860,IN-2014-14059,66,1.92,0.00
27861,IN-2011-49185,266,11.81,0.10
27862,IN-2014-21059,118,37.59,0.00
27863,IN-2014-21059,149,65.52,0.00
27864,ID-2011-76884,60,-3.28,0.45
27865,ID-2011-76884,403,-112.77,0.25
27866,ID-2011-76884,19,0.60,0.15
27867,ID-2011-76884,185,-7.40,0.25
27868,IN-2013-55639,148,34.11,0.00
27869,IN-2013-30138,145,-15.76,0.17
27870,IN-2013-30138,10,3.81,0.17
27871,IN-2013-16467,75,22.29,0.10
27872,IN-2014-52034,1583,332.40,0.00
27873,IN-2013-25805,168,79.08,0.00
27874,IN-2014-68337,133,52.82,0.07
27875,IN-2014-68337,36,-15.70,0.47
27876,IN-2014-68337,83,-51.48,0.47
27877,IN-2014-68337,56,-37.20,0.47
27878,IN-2014-68337,90,-18.48,0.27
27879,IN-2014-68337,98,-10.74,0.17
27880,IN-2011-59510,596,0.00,0.00
27881,IN-2011-59510,17,1.38,0.00
27882,IN-2011-59510,49,6.39,0.00
27883,ID-2014-72110,1789,99.35,0.10
27884,ID-2014-72110,3811,-42.50,0.10
27885,IN-2013-37761,190,32.28,0.00
27886,IN-2013-37761,804,48.06,0.00
27887,IN-2013-19337,56,25.50,0.00
27888,IN-2013-19337,49,6.84,0.00
27889,IN-2013-19337,13,0.93,0.00
27890,IN-2011-72411,49,4.92,0.00
27891,IN-2012-64221,131,11.70,0.00
27892,IN-2012-64221,486,189.36,0.00
27893,ID-2012-53497,142,-12.65,0.10
27894,ID-2012-53497,231,25.68,0.10
27895,IN-2013-49367,156,13.95,0.00
27896,IN-2013-49367,36,7.56,0.00
27897,IN-2013-49367,14,5.76,0.00
27898,IN-2013-49367,164,24.57,0.00
27899,IN-2013-51040,379,30.30,0.00
27900,ID-2014-15774,14,-6.78,0.47
27901,ID-2014-15774,27,-7.28,0.47
27902,IN-2011-62499,263,31.50,0.00
27903,ID-2014-75190,1162,-103.41,0.10
27904,ID-2014-75190,674,97.29,0.10
27905,ID-2014-75190,476,58.10,0.10
27906,ID-2014-75190,744,-66.12,0.10
27907,IN-2014-19274,27,2.59,0.17
27908,IN-2014-19274,225,43.03,0.27
27909,IN-2014-19274,643,117.55,0.07
27910,IN-2014-19274,170,-12.30,0.17
27911,IN-2014-19274,22,-5.75,0.47
27912,IN-2014-19274,241,0.00,0.27
27913,IN-2014-19274,88,-7.33,0.27
27914,IN-2014-19274,49,-18.59,0.47
27915,IN-2014-19274,53,-19.05,0.47
27916,IN-2014-19274,12,-4.14,0.47
27917,IN-2014-24314,841,319.35,0.00
27918,IN-2014-24314,290,139.05,0.00
27919,IN-2014-24314,287,48.72,0.00
27920,IN-2014-24314,46,14.70,0.00
27921,IN-2011-62016,1058,338.46,0.00
27922,IN-2011-11105,1709,588.74,0.10
27923,IN-2012-31846,754,60.24,0.00
27924,ID-2014-10447,85,-7.61,0.10
27925,ID-2014-10447,268,62.40,0.10
27926,IN-2014-32406,47,13.23,0.00
27927,IN-2014-32406,2066,103.20,0.00
27928,IN-2014-32406,25,2.22,0.00
27929,IN-2014-32406,196,31.20,0.00
27930,IN-2011-71739,68,33.30,0.00
27931,IN-2011-71739,45,11.52,0.00
27932,IN-2011-71739,959,373.86,0.00
27933,IN-2011-71739,251,12.54,0.00
27934,IN-2011-71739,11,5.55,0.00
27935,IN-2011-71739,56,27.06,0.00
27936,IN-2011-71739,101,21.12,0.00
27937,IN-2011-71739,928,389.79,0.00
27938,IN-2011-71739,352,137.40,0.00
27939,IN-2013-25000,259,74.63,0.27
27940,ID-2014-21374,42,-23.52,0.47
27941,ID-2014-21374,99,16.74,0.17
27942,IN-2012-40148,64,24.36,0.00
27943,IN-2012-40148,45,19.41,0.00
27944,IN-2014-73258,76,10.35,0.20
27945,IN-2014-73258,228,-141.26,0.50
27946,IN-2011-31713,146,4.32,0.00
27947,IN-2013-56388,134,48.88,0.10
27948,IN-2013-56388,31,1.01,0.10
27949,IN-2012-31958,42,19.35,0.00
27950,IN-2012-31958,336,23.52,0.00
27951,IN-2013-25763,1374,54.72,0.00
27952,IN-2011-75547,81,15.17,0.10
27953,IN-2011-75547,19,3.24,0.10
27954,IN-2011-75547,160,60.48,0.10
27955,IN-2011-75547,737,261.82,0.10
27956,IN-2011-75547,51,9.65,0.10
27957,ID-2012-67336,17,-10.26,0.47
27958,ID-2012-67336,68,-19.45,0.47
27959,IN-2012-54470,115,51.66,0.00
27960,IN-2012-15151,265,13.26,0.00
27961,IN-2013-48765,74,31.86,0.00
27962,IN-2013-48765,3728,1192.86,0.00
27963,IN-2013-48765,1308,536.46,0.00
27964,IN-2012-45608,59,5.28,0.00
27965,IN-2012-45608,60,18.54,0.00
27966,IN-2012-45608,383,72.72,0.00
27967,IN-2012-45608,293,40.92,0.00
27968,IN-2012-49864,555,266.28,0.00
27969,IN-2014-37166,861,68.67,0.00
27970,IN-2013-31447,1122,24.89,0.10
27971,IN-2013-31447,263,76.00,0.10
27972,IN-2011-14101,110,6.48,0.17
27973,IN-2011-14101,141,30.95,0.27
27974,IN-2011-74378,95,-7.01,0.17
27975,IN-2013-47281,135,25.07,0.25
27976,IN-2014-78200,41,12.96,0.00
27977,IN-2014-78200,239,31.02,0.00
27978,IN-2013-73349,262,101.57,0.07
27979,IN-2013-15396,479,86.04,0.00
27980,IN-2013-15396,1932,734.13,0.00
27981,IN-2012-63290,24,8.89,0.10
27982,IN-2012-63290,329,51.08,0.10
27983,IN-2012-63290,689,-53.89,0.10
27984,IN-2012-63290,87,-9.69,0.10
27985,IN-2013-22333,242,21.78,0.00
27986,IN-2013-22333,133,2.61,0.00
27987,IN-2013-22333,806,32.22,0.00
27988,IN-2011-52426,1451,130.56,0.00
27989,IN-2013-37747,728,145.48,0.20
27990,IN-2013-70045,662,183.77,0.10
27991,ID-2012-38972,330,-205.51,0.47
27992,IN-2014-20415,45,2.16,0.00
27993,IN-2014-20415,2070,848.70,0.00
27994,IN-2011-69177,1285,565.38,0.00
27995,IN-2011-69177,186,79.65,0.00
27996,IN-2014-24461,33,2.90,0.10
27997,IN-2011-39203,28,3.24,0.00
27998,ID-2014-71403,322,-4.48,0.27
27999,ID-2014-71403,19,-12.91,0.47
28000,ID-2014-71403,20,-13.49,0.47
28001,ID-2014-71403,25,-7.63,0.47
28002,ID-2014-71403,36,-10.27,0.27
28003,ID-2014-71403,831,230.38,0.17
28004,IN-2012-46112,174,38.25,0.00
28005,IN-2014-69408,139,51.30,0.00
28006,IN-2014-69408,22,6.12,0.00
28007,IN-2014-69408,524,131.04,0.00
28008,IN-2011-59286,85,16.11,0.00
28009,IN-2011-59286,33,13.41,0.00
28010,ID-2013-25329,206,-13.81,0.10
28011,ID-2013-25329,878,87.68,0.10
28012,IN-2012-46952,1592,79.56,0.00
28013,IN-2012-46952,90,38.46,0.00
28014,IN-2012-46952,82,18.09,0.00
28015,IN-2012-46952,145,18.72,0.00
28016,IN-2012-35143,30,10.56,0.00
28017,IN-2012-35143,147,2.88,0.00
28018,IN-2012-35143,684,0.00,0.00
28019,IN-2012-35143,2637,580.05,0.00
28020,IN-2013-19316,14,-10.44,0.47
28021,IN-2013-19316,210,-7.98,0.47
28022,IN-2014-79089,200,11.06,0.10
28023,IN-2013-69121,672,177.98,0.17
28024,IN-2013-69121,180,19.95,0.37
28025,IN-2014-47505,162,38.88,0.00
28026,IN-2013-61862,11,3.75,0.00
28027,IN-2012-20597,76,30.24,0.00
28028,IN-2013-45440,446,4.32,0.00
28029,IN-2013-45440,27,12.48,0.00
28030,IN-2012-63255,84,30.96,0.00
28031,IN-2012-63255,169,74.16,0.00
28032,IN-2012-63255,1860,316.20,0.00
28033,IN-2014-21143,107,40.74,0.00
28034,IN-2014-21143,44,11.34,0.00
28035,IN-2014-21143,94,33.84,0.00
28036,IN-2014-21143,61,17.04,0.00
28037,IN-2014-21143,97,3.78,0.00
28038,IN-2014-21143,94,41.40,0.00
28039,IN-2014-15872,376,7.35,0.00
28040,IN-2014-15872,12,3.78,0.00
28041,IN-2014-15872,393,137.28,0.00
28042,IN-2014-15872,53,10.50,0.00
28043,IN-2012-19687,347,-20.82,0.50
28044,IN-2011-61302,30,12.10,0.10
28045,IN-2011-61302,162,53.69,0.10
28046,IN-2011-61302,2875,511.10,0.10
28047,IN-2013-71151,97,0.00,0.10
28048,ID-2011-72306,41,-1.47,0.17
28049,IN-2012-58817,124,33.36,0.00
28050,ID-2013-36256,529,-0.01,0.10
28051,ID-2013-62177,486,-77.88,0.50
28052,IN-2014-34569,218,89.46,0.00
28053,IN-2013-71746,214,80.01,0.17
28054,IN-2013-71746,90,5.44,0.17
28055,IN-2014-66573,215,36.48,0.00
28056,IN-2014-66573,2906,1220.52,0.00
28057,IN-2014-66573,1145,263.13,0.00
28058,ID-2012-53959,2043,-136.26,0.10
28059,ID-2012-53959,39,3.85,0.10
28060,IN-2014-31559,127,46.83,0.00
28061,IN-2014-31559,134,25.38,0.00
28062,IN-2014-31559,1215,413.04,0.00
28063,IN-2014-22592,181,33.86,0.20
28064,IN-2014-22592,160,13.82,0.20
28065,IN-2013-77528,401,176.40,0.00
28066,IN-2014-20338,30,2.68,0.45
28067,IN-2014-14129,87,26.92,0.10
28068,IN-2012-69044,774,325.14,0.00
28069,IN-2012-69044,74,21.51,0.00
28070,IN-2012-69044,49,22.92,0.00
28071,ID-2014-70290,46,-4.59,0.20
28072,ID-2014-70290,11,-6.36,0.50
28073,ID-2014-70290,13,-3.54,0.50
28074,IN-2013-12092,226,58.65,0.00
28075,IN-2013-12092,285,39.69,0.00
28076,IN-2013-16999,1482,68.31,0.35
28077,IN-2012-37957,56,27.96,0.00
28078,IN-2014-11672,529,68.76,0.00
28079,IN-2012-62877,90,18.96,0.00
28080,ID-2012-53560,86,-56.16,0.40
28081,IN-2013-13149,1057,0.00,0.00
28082,IN-2013-13149,21,2.46,0.00
28083,IN-2013-13149,44,0.00,0.00
28084,IN-2013-13149,107,23.40,0.00
28085,IN-2014-66755,30,10.05,0.10
28086,IN-2014-66755,102,26.97,0.10
28087,IN-2014-66755,73,0.00,0.10
28088,IN-2014-66755,835,-27.86,0.10
28089,IN-2014-66755,122,-13.57,0.10
28090,IN-2014-66755,17,-0.95,0.10
28091,IN-2011-25588,228,13.65,0.00
28092,IN-2011-25588,100,33.00,0.00
28093,IN-2011-25588,350,147.00,0.00
28094,IN-2011-25588,133,66.15,0.00
28095,ID-2013-30201,55,-38.19,0.47
28096,ID-2013-30201,235,67.68,0.27
28097,ID-2013-30201,340,32.73,0.17
28098,ID-2013-30201,10,-7.18,0.47
28099,IN-2014-52615,14,0.77,0.47
28100,IN-2013-21003,511,214.50,0.00
28101,IN-2013-21003,1115,267.57,0.00
28102,IN-2011-45538,117,27.24,0.10
28103,IN-2011-45538,190,-8.46,0.10
28104,IN-2011-45538,25,8.70,0.10
28105,IN-2014-71480,80,24.02,0.10
28106,IN-2014-71480,60,18.03,0.10
28107,IN-2014-71480,29,9.92,0.10
28108,IN-2013-58929,3182,344.97,0.17
28109,IN-2013-58929,32,-1.20,0.47
28110,IN-2011-67651,2540,709.94,0.07
28111,IN-2014-62667,263,99.43,0.10
28112,IN-2013-22571,22,7.98,0.00
28113,IN-2013-22571,103,15.42,0.00
28114,IN-2013-37537,181,77.64,0.00
28115,IN-2013-37537,850,136.05,0.00
28116,IN-2013-37537,236,51.84,0.00
28117,IN-2013-37537,1241,434.40,0.00
28118,IN-2014-45986,83,19.32,0.10
28119,IN-2014-45986,1696,-37.83,0.10
28120,IN-2014-29795,31,7.25,0.10
28121,IN-2014-29795,513,119.59,0.10
28122,IN-2012-31937,1102,139.65,0.37
28123,IN-2012-31937,72,-5.28,0.17
28124,IN-2013-75701,1764,127.34,0.17
28125,IN-2014-70507,527,81.89,0.10
28126,IN-2014-70507,368,-0.16,0.10
28127,IN-2014-70507,131,-10.28,0.10
28128,IN-2014-16068,1683,487.98,0.00
28129,IN-2011-53336,36,12.78,0.00
28130,IN-2011-53336,88,30.60,0.00
28131,ID-2011-43977,160,-13.52,0.17
28132,ID-2011-43977,223,-34.91,0.17
28133,ID-2011-43977,80,11.42,0.17
28134,ID-2011-43977,227,0.00,0.37
28135,ID-2011-43977,80,-6.76,0.17
28136,ID-2011-43977,46,15.54,0.17
28137,ID-2011-43977,66,1.75,0.27
28138,ID-2011-43977,251,-31.89,0.37
28139,IN-2013-25651,150,53.91,0.00
28140,IN-2014-44614,32,12.17,0.15
28141,IN-2014-44614,8,-4.12,0.45
28142,IN-2014-44614,433,-394.26,0.55
28143,IN-2014-68820,152,65.28,0.00
28144,ID-2014-52013,35,-22.37,0.50
28145,ID-2013-68841,208,-31.92,0.15
28146,ID-2013-68841,36,-0.48,0.25
28147,ID-2013-68841,21,0.55,0.25
28148,ID-2013-68841,113,-27.20,0.25
28149,ID-2013-68841,80,-39.30,0.45
28150,IN-2014-68043,2129,938.80,0.07
28151,IN-2012-51495,697,132.30,0.00
28152,IN-2012-51495,50,6.93,0.00
28153,IN-2014-39546,88,6.96,0.00
28154,IN-2012-28801,119,39.15,0.00
28155,IN-2014-57711,304,103.26,0.00
28156,IN-2014-57711,870,408.75,0.00
28157,IN-2011-51943,314,39.86,0.37
28158,IN-2013-34968,1565,172.08,0.00
28159,IN-2012-31258,164,43.74,0.10
28160,IN-2011-60063,27,6.12,0.00
28161,IN-2011-60063,384,22.95,0.00
28162,IN-2014-41275,209,68.70,0.00
28163,IN-2014-41275,429,85.86,0.00
28164,IN-2014-28948,706,91.68,0.00
28165,IN-2014-54421,154,12.30,0.00
28166,ID-2011-46553,100,-3.64,0.17
28167,IN-2012-30117,288,0.00,0.00
28168,IN-2014-29403,329,95.00,0.10
28169,IN-2014-24377,736,95.58,0.00
28170,IN-2012-40799,628,276.48,0.00
28171,IN-2014-46420,41,11.04,0.00
28172,IN-2014-46420,27,3.54,0.00
28173,IN-2014-17503,1222,325.61,0.10
28174,IN-2011-79761,78,23.78,0.25
28175,IN-2011-79761,697,-343.10,0.35
28176,IN-2012-45279,28,7.70,0.17
28177,IN-2012-45279,36,-8.88,0.47
28178,IN-2012-45279,6,-3.87,0.47
28179,ID-2014-31237,1613,-143.57,0.10
28180,IN-2014-39931,174,22.50,0.00
28181,ID-2011-64837,88,-68.54,0.45
